X1	X2	X3	X4
Skeletal muscle	Blueprint	skeletal muscle satellite cell"	skeletal muscle satellite cell
Smooth muscle	Mabbott	Hs.15:Smooth_muscle_cells:vascular:cntrl_6h:r1	Hs.15:Smooth_muscle_cells:vascular:cntrl_6h:r1
Smooth muscle	Mabbott	Hs.15:Smooth_muscle_cells:vascular:IL-17_6h:r1	Hs.15:Smooth_muscle_cells:vascular:IL-17_6h:r1
Smooth muscle	Mabbott	Hs.15:Smooth_muscle_cells:vascular:cntrl_6h:r2	Hs.15:Smooth_muscle_cells:vascular:cntrl_6h:r2
Smooth muscle	Mabbott	Hs.15:Smooth_muscle_cells:vascular:IL-17_6h:r2	Hs.15:Smooth_muscle_cells:vascular:IL-17_6h:r2
Smooth muscle	Mabbott	Hs.15:Smooth_muscle_cells:vascular:cntrl_6h:r3	Hs.15:Smooth_muscle_cells:vascular:cntrl_6h:r3
Smooth muscle	Mabbott	Hs.15:Smooth_muscle_cells:vascular:IL-17_6h:r3	Hs.15:Smooth_muscle_cells:vascular:IL-17_6h:r3
Smooth muscle	Mabbott	Hs.33:Smooth_muscle_cells:vascular:cntrl_24h:r1	Hs.33:Smooth_muscle_cells:vascular:cntrl_24h:r1
Smooth muscle	Mabbott	Hs.33:Smooth_muscle_cells:vascular:cntrl_24h:r2	Hs.33:Smooth_muscle_cells:vascular:cntrl_24h:r2
Smooth muscle	Mabbott	Hs.68:Smooth_muscle_cells:umbilical_vein:serum_free_48h:r1	Hs.68:Smooth_muscle_cells:umbilical_vein:serum_free_48h:r1
Smooth muscle	Mabbott	Hs.68:Smooth_muscle_cells:umbilical_vein:serum_free_48h:r2	Hs.68:Smooth_muscle_cells:umbilical_vein:serum_free_48h:r2
Smooth muscle	Mabbott	Hs.87:Smooth_muscle_cells:bronchial:vit_D_24h:r1	Hs.87:Smooth_muscle_cells:bronchial:vit_D_24h:r1
Smooth muscle	Mabbott	Hs.87:Smooth_muscle_cells:bronchial:vit_D_24h:r2	Hs.87:Smooth_muscle_cells:bronchial:vit_D_24h:r2
Smooth muscle	Mabbott	Hs.87:Smooth_muscle_cells:bronchial:vit_D_24h:r3	Hs.87:Smooth_muscle_cells:bronchial:vit_D_24h:r3
Smooth muscle	Mabbott	Hs.87:Smooth_muscle_cells:bronchial:cntrl_24h:r1	Hs.87:Smooth_muscle_cells:bronchial:cntrl_24h:r1
Smooth muscle	Mabbott	Hs.87:Smooth_muscle_cells:bronchial:cntrl_24h:r2	Hs.87:Smooth_muscle_cells:bronchial:cntrl_24h:r2
Smooth muscle	Mabbott	Hs.87:Smooth_muscle_cells:bronchial:cntrl_24h:r3	Hs.87:Smooth_muscle_cells:bronchial:cntrl_24h:r3
Tgd cells	Mabbott	Hs.37:PB:T_cell:gamma-delta:r1	Hs.37:PB:T_cell:gamma-delta:r1
Tgd cells	Mabbott	Hs.37:PB:T_cell:gamma-delta:r2	Hs.37:PB:T_cell:gamma-delta:r2
Th1 cells	Abbas	CD4Tcell-Th1-restimulated12hour-1 [HG-U133A]	CD4Tcell-Th1-restimulated12hour-1 [HG-U133A]
Th1 cells	Abbas	CD4Tcell-Th1-restimulated12hour-2 [HG-U133A]	CD4Tcell-Th1-restimulated12hour-2 [HG-U133A]
Th1 cells	Abbas	CD4Tcell-Th1-restimulated48hour-1 [HG-U133A]	CD4Tcell-Th1-restimulated48hour-1 [HG-U133A]
Th1 cells	Abbas	CD4Tcell-Th1-restimulated48hour-2 [HG-U133A]	CD4Tcell-Th1-restimulated48hour-2 [HG-U133A]
Th1 cells	Abbas	CD4Tcell-Th1-restimulated48hour-3 [HG-U133A]	CD4Tcell-Th1-restimulated48hour-3 [HG-U133A]
Th2 cells	Abbas	CD4Tcell-Th2-restimulated12hour-1 [HG-U133A]	CD4Tcell-Th2-restimulated12hour-1 [HG-U133A]
Th2 cells	Abbas	CD4Tcell-Th2-restimulated12hour-2 [HG-U133A]	CD4Tcell-Th2-restimulated12hour-2 [HG-U133A]
Th2 cells	Abbas	CD4Tcell-Th2-restimulated12hour-3 [HG-U133A]	CD4Tcell-Th2-restimulated12hour-3 [HG-U133A]
Th2 cells	Abbas	CD4Tcell-Th2-restimulated48hour-1 [HG-U133A]	CD4Tcell-Th2-restimulated48hour-1 [HG-U133A]
Th2 cells	Abbas	CD4Tcell-Th2-restimulated48hour-2 [HG-U133A]	CD4Tcell-Th2-restimulated48hour-2 [HG-U133A]
Th2 cells	Abbas	CD4Tcell-Th2-restimulated48hour-3 [HG-U133A]	CD4Tcell-Th2-restimulated48hour-3 [HG-U133A]
Tregs	Mabbott	Hs.76:PB:T_cell:Treg:na?ve:r1	Hs.76:PB:T_cell:Treg:na?ve:r1
Tregs	Mabbott	Hs.76:PB:T_cell:Treg:na?ve:r2	Hs.76:PB:T_cell:Treg:na?ve:r2
Adipocytes	Fantom5	tpm.Adipocyte%20-%20breast%2c%20donor1.CNhs11051.11376-118A8	tpm.Adipocyte%20-%20breast%2c%20donor1.CNhs11051.11376-118A8
Adipocytes	Fantom5	tpm.Adipocyte%20-%20breast%2c%20donor2.CNhs11969.11327-117E4	tpm.Adipocyte%20-%20breast%2c%20donor2.CNhs11969.11327-117E4
Adipocytes	Fantom5	tpm.Adipocyte%20-%20omental%2c%20donor1.CNhs11054.11473-119C6	tpm.Adipocyte%20-%20omental%2c%20donor1.CNhs11054.11473-119C6
Adipocytes	Fantom5	tpm.Adipocyte%20-%20omental%2c%20donor2.CNhs12067.11474-119C7	tpm.Adipocyte%20-%20omental%2c%20donor2.CNhs12067.11474-119C7
Adipocytes	Fantom5	tpm.Adipocyte%20-%20omental%2c%20donor3.CNhs12068.11475-119C8	tpm.Adipocyte%20-%20omental%2c%20donor3.CNhs12068.11475-119C8
Adipocytes	Fantom5	tpm.Adipocyte%20-%20perirenal%2c%20donor1.CNhs12069.11476-119C9	tpm.Adipocyte%20-%20perirenal%2c%20donor1.CNhs12069.11476-119C9
Adipocytes	Fantom5	tpm.Adipocyte%20-%20subcutaneous%2c%20donor1.CNhs12494.11259-116F8	tpm.Adipocyte%20-%20subcutaneous%2c%20donor1.CNhs12494.11259-116F8
Adipocytes	Fantom5	tpm.Adipocyte%20-%20subcutaneous%2c%20donor2.CNhs11371.11336-117F4	tpm.Adipocyte%20-%20subcutaneous%2c%20donor2.CNhs11371.11336-117F4
Adipocytes	Fantom5	tpm.Adipocyte%20-%20subcutaneous%2c%20donor3.CNhs12017.11408-118E4	tpm.Adipocyte%20-%20subcutaneous%2c%20donor3.CNhs12017.11408-118E4
astrocytes	Fantom5	tpm.Astrocyte%20-%20cerebellum%2c%20donor1.CNhs11321.11500-119F6	tpm.Astrocyte%20-%20cerebellum%2c%20donor1.CNhs11321.11500-119F6
astrocytes	Fantom5	tpm.Astrocyte%20-%20cerebellum%2c%20donor2.CNhs12081.11580-120F5	tpm.Astrocyte%20-%20cerebellum%2c%20donor2.CNhs12081.11580-120F5
astrocytes	Fantom5	tpm.Astrocyte%20-%20cerebellum%2c%20donor3.CNhs12117.11661-122F5	tpm.Astrocyte%20-%20cerebellum%2c%20donor3.CNhs12117.11661-122F5
astrocytes	Fantom5	tpm.Astrocyte%20-%20cerebral%20cortex%2c%20donor1.CNhs10864.11235-116D2	tpm.Astrocyte%20-%20cerebral%20cortex%2c%20donor1.CNhs10864.11235-116D2
astrocytes	Fantom5	tpm.Astrocyte%20-%20cerebral%20cortex%2c%20donor2.CNhs11960.11316-117D2	tpm.Astrocyte%20-%20cerebral%20cortex%2c%20donor2.CNhs11960.11316-117D2
astrocytes	Fantom5	tpm.Astrocyte%20-%20cerebral%20cortex%2c%20donor3.CNhs12005.11392-118C6	tpm.Astrocyte%20-%20cerebral%20cortex%2c%20donor3.CNhs12005.11392-118C6
b-cell	Fantom5	tpm.CD19%2b%20B%20Cells%2c%20donor1.CNhs12343.11544-120B5	tpm.CD19%2b%20B%20Cells%2c%20donor1.CNhs12343.11544-120B5
b-cell	Fantom5	tpm.CD19%2b%20B%20Cells%2c%20donor2.CNhs12352.11624-122B4	tpm.CD19%2b%20B%20Cells%2c%20donor2.CNhs12352.11624-122B4
b-cell	Fantom5	tpm.CD19%2b%20B%20Cells%2c%20donor3.CNhs12354.11705-123B4	tpm.CD19%2b%20B%20Cells%2c%20donor3.CNhs12354.11705-123B4
Basophils	Fantom5	tpm.Basophils%2c%20donor1.CNhs12546.12241-129G9	tpm.Basophils%2c%20donor1.CNhs12546.12241-129G9
Basophils	Fantom5	tpm.Basophils%2c%20donor2.CNhs12563.12242-129H1	tpm.Basophils%2c%20donor2.CNhs12563.12242-129H1
Basophils	Fantom5	tpm.Basophils%2c%20donor3.CNhs12575.12243-129H2	tpm.Basophils%2c%20donor3.CNhs12575.12243-129H2
CD4+ memory T-cells	Fantom5	tpm.CD4%2bCD25-CD45RA-%20memory%20conventional%20T%20cells%2c%20donor1.CNhs13239.11786-124B4	tpm.CD4%2bCD25-CD45RA-%20memory%20conventional%20T%20cells%2c%20donor1.CNhs13239.11786-124B4
CD4+ memory T-cells	Fantom5	tpm.CD4%2bCD25-CD45RA-%20memory%20conventional%20T%20cells%2c%20donor2.CNhs13237.11798-124C7	tpm.CD4%2bCD25-CD45RA-%20memory%20conventional%20T%20cells%2c%20donor2.CNhs13237.11798-124C7
CD4+ memory T-cells	Fantom5	tpm.CD4%2bCD25-CD45RA-%20memory%20conventional%20T%20cells%2c%20donor3.CNhs13539.11909-125G1	tpm.CD4%2bCD25-CD45RA-%20memory%20conventional%20T%20cells%2c%20donor3.CNhs13539.11909-125G1
CD4+ naive T-cells	Fantom5	tpm.CD4%2bCD25-CD45RA%2b%20naive%20conventional%20T%20cells%2c%20donor1.CNhs13223.11784-124B2	tpm.CD4%2bCD25-CD45RA%2b%20naive%20conventional%20T%20cells%2c%20donor1.CNhs13223.11784-124B2
CD4+ naive T-cells	Fantom5	tpm.CD4%2bCD25-CD45RA%2b%20naive%20conventional%20T%20cells%2c%20donor2.CNhs13205.11795-124C4	tpm.CD4%2bCD25-CD45RA%2b%20naive%20conventional%20T%20cells%2c%20donor2.CNhs13205.11795-124C4
CD4+ naive T-cells	Fantom5	tpm.CD4%2bCD25-CD45RA%2b%20naive%20conventional%20T%20cells%2c%20donor3.CNhs13512.11906-125F7	tpm.CD4%2bCD25-CD45RA%2b%20naive%20conventional%20T%20cells%2c%20donor3.CNhs13512.11906-125F7
CD4+ T-cells	Fantom5	tpm.CD4%2b%20T%20Cells%2c%20donor1.CNhs10853.11225-116C1	tpm.CD4%2b%20T%20Cells%2c%20donor1.CNhs10853.11225-116C1
CD4+ T-cells	Fantom5	tpm.CD4%2b%20T%20Cells%2c%20donor2.CNhs11955.11306-117C1	tpm.CD4%2b%20T%20Cells%2c%20donor2.CNhs11955.11306-117C1
CD4+ T-cells	Fantom5	tpm.CD4%2b%20T%20Cells%2c%20donor3.CNhs11998.11382-118B5	tpm.CD4%2b%20T%20Cells%2c%20donor3.CNhs11998.11382-118B5
CD8+ T-cells	Fantom5	tpm.CD8%2b%20T%20Cells%2c%20donor1.CNhs10854.11226-116C2	tpm.CD8%2b%20T%20Cells%2c%20donor1.CNhs10854.11226-116C2
CD8+ T-cells	Fantom5	tpm.CD8%2b%20T%20Cells%2c%20donor2.CNhs11956.11307-117C2	tpm.CD8%2b%20T%20Cells%2c%20donor2.CNhs11956.11307-117C2
CD8+ T-cells	Fantom5	tpm.CD8%2b%20T%20Cells%2c%20donor3.CNhs11999.11383-118B6	tpm.CD8%2b%20T%20Cells%2c%20donor3.CNhs11999.11383-118B6
Endothelial cells	Fantom5	tpm.Endothelial%20Cells%20-%20Aortic%2c%20donor0.CNhs10837.11207-116A1	tpm.Endothelial%20Cells%20-%20Aortic%2c%20donor0.CNhs10837.11207-116A1
Endothelial cells	Fantom5	tpm.Endothelial%20Cells%20-%20Aortic%2c%20donor1.CNhs12495.11263-116G3	tpm.Endothelial%20Cells%20-%20Aortic%2c%20donor1.CNhs12495.11263-116G3
Endothelial cells	Fantom5	tpm.Endothelial%20Cells%20-%20Aortic%2c%20donor2.CNhs11375.11340-117F8	tpm.Endothelial%20Cells%20-%20Aortic%2c%20donor2.CNhs11375.11340-117F8
Endothelial cells	Fantom5	tpm.Endothelial%20Cells%20-%20Aortic%2c%20donor3.CNhs12022.11412-118E8	tpm.Endothelial%20Cells%20-%20Aortic%2c%20donor3.CNhs12022.11412-118E8
Endothelial cells	Fantom5	tpm.Endothelial%20Cells%20-%20Artery%2c%20donor1.CNhs12496.11264-116G4	tpm.Endothelial%20Cells%20-%20Artery%2c%20donor1.CNhs12496.11264-116G4
Endothelial cells	Fantom5	tpm.Endothelial%20Cells%20-%20Artery%2c%20donor2.CNhs11977.11341-117F9	tpm.Endothelial%20Cells%20-%20Artery%2c%20donor2.CNhs11977.11341-117F9
Endothelial cells	Fantom5	tpm.Endothelial%20Cells%20-%20Artery%2c%20donor3.CNhs12023.11413-118E9	tpm.Endothelial%20Cells%20-%20Artery%2c%20donor3.CNhs12023.11413-118E9
Endothelial cells	Fantom5	tpm.Endothelial%20Cells%20-%20Microvascular%2c%20donor1.CNhs11925.11265-116G5	tpm.Endothelial%20Cells%20-%20Microvascular%2c%20donor1.CNhs11925.11265-116G5
Endothelial cells	Fantom5	tpm.Endothelial%20Cells%20-%20Microvascular%2c%20donor2.CNhs11376.11342-117G1	tpm.Endothelial%20Cells%20-%20Microvascular%2c%20donor2.CNhs11376.11342-117G1
Endothelial cells	Fantom5	tpm.Endothelial%20Cells%20-%20Microvascular%2c%20donor3.CNhs12024.11414-118F1	tpm.Endothelial%20Cells%20-%20Microvascular%2c%20donor3.CNhs12024.11414-118F1
Endothelial cells	Fantom5	tpm.Endothelial%20Cells%20-%20Thoracic%2c%20donor1.CNhs11926.11266-116G6	tpm.Endothelial%20Cells%20-%20Thoracic%2c%20donor1.CNhs11926.11266-116G6
Endothelial cells	Fantom5	tpm.Endothelial%20Cells%20-%20Thoracic%2c%20donor2.CNhs11978.11343-117G2	tpm.Endothelial%20Cells%20-%20Thoracic%2c%20donor2.CNhs11978.11343-117G2
Endothelial cells	Fantom5	tpm.Endothelial%20Cells%20-%20Umbilical%20vein%2c%20donor1.CNhs10872.11243-116E1	tpm.Endothelial%20Cells%20-%20Umbilical%20vein%2c%20donor1.CNhs10872.11243-116E1
Endothelial cells	Fantom5	tpm.Endothelial%20Cells%20-%20Umbilical%20vein%2c%20donor2.CNhs11967.11324-117E1	tpm.Endothelial%20Cells%20-%20Umbilical%20vein%2c%20donor2.CNhs11967.11324-117E1
Endothelial cells	Fantom5	tpm.Endothelial%20Cells%20-%20Umbilical%20vein%2c%20donor3.CNhs12010.11400-118D5	tpm.Endothelial%20Cells%20-%20Umbilical%20vein%2c%20donor3.CNhs12010.11400-118D5
Endothelial cells	Fantom5	tpm.Endothelial%20Cells%20-%20Vein%2c%20donor1.CNhs12497.11267-116G7	tpm.Endothelial%20Cells%20-%20Vein%2c%20donor1.CNhs12497.11267-116G7
Endothelial cells	Fantom5	tpm.Endothelial%20Cells%20-%20Vein%2c%20donor2.CNhs11377.11344-117G3	tpm.Endothelial%20Cells%20-%20Vein%2c%20donor2.CNhs11377.11344-117G3
Endothelial cells	Fantom5	tpm.Endothelial%20Cells%20-%20Vein%2c%20donor3.CNhs12026.11416-118F3	tpm.Endothelial%20Cells%20-%20Vein%2c%20donor3.CNhs12026.11416-118F3
Endothelial cells	Fantom5	tpm.Hepatic%20Sinusoidal%20Endothelial%20Cells%2c%20donor1.CNhs12075.11521-119H9	tpm.Hepatic%20Sinusoidal%20Endothelial%20Cells%2c%20donor1.CNhs12075.11521-119H9
Endothelial cells	Fantom5	tpm.Hepatic%20Sinusoidal%20Endothelial%20Cells%2c%20donor2.CNhs12092.11601-120H8	tpm.Hepatic%20Sinusoidal%20Endothelial%20Cells%2c%20donor2.CNhs12092.11601-120H8
Endothelial cells	Fantom5	tpm.Hepatic%20Sinusoidal%20Endothelial%20Cells%2c%20donor3.CNhs12625.11682-122H8	tpm.Hepatic%20Sinusoidal%20Endothelial%20Cells%2c%20donor3.CNhs12625.11682-122H8
Endothelial cells	Fantom5	tpm.Renal%20Glomerular%20Endothelial%20Cells%2c%20donor1.CNhs12074.11514-119H2	tpm.Renal%20Glomerular%20Endothelial%20Cells%2c%20donor1.CNhs12074.11514-119H2
Endothelial cells	Fantom5	tpm.Renal%20Glomerular%20Endothelial%20Cells%2c%20donor2.CNhs12086.11594-120H1	tpm.Renal%20Glomerular%20Endothelial%20Cells%2c%20donor2.CNhs12086.11594-120H1
Endothelial cells	Fantom5	tpm.Renal%20Glomerular%20Endothelial%20Cells%2c%20donor3.CNhs12624.11675-122H1	tpm.Renal%20Glomerular%20Endothelial%20Cells%2c%20donor3.CNhs12624.11675-122H1
Endothelial cells	Fantom5	tpm.Renal%20Glomerular%20Endothelial%20Cells%2c%20donor4.CNhs13080.11783-124B1	tpm.Renal%20Glomerular%20Endothelial%20Cells%2c%20donor4.CNhs13080.11783-124B1
Eosinophils	Fantom5	tpm.Eosinophils%2c%20donor1.CNhs12547.12244-129H3	tpm.Eosinophils%2c%20donor1.CNhs12547.12244-129H3
Eosinophils	Fantom5	tpm.Eosinophils%2c%20donor2.CNhs12548.12245-129H4	tpm.Eosinophils%2c%20donor2.CNhs12548.12245-129H4
Eosinophils	Fantom5	tpm.Eosinophils%2c%20donor3.CNhs12549.12246-129H5	tpm.Eosinophils%2c%20donor3.CNhs12549.12246-129H5
Epithelial cells	Fantom5	tpm.Alveolar%20Epithelial%20Cells%2c%20donor1.CNhs11325.11510-119G7	tpm.Alveolar%20Epithelial%20Cells%2c%20donor1.CNhs11325.11510-119G7
Epithelial cells	Fantom5	tpm.Alveolar%20Epithelial%20Cells%2c%20donor2.CNhs12084.11590-120G6	tpm.Alveolar%20Epithelial%20Cells%2c%20donor2.CNhs12084.11590-120G6
Epithelial cells	Fantom5	tpm.Alveolar%20Epithelial%20Cells%2c%20donor3.CNhs12119.11671-122G6	tpm.Alveolar%20Epithelial%20Cells%2c%20donor3.CNhs12119.11671-122G6
Epithelial cells	Fantom5	tpm.Amniotic%20Epithelial%20Cells%2c%20donor1.CNhs11341.11533-120A3	tpm.Amniotic%20Epithelial%20Cells%2c%20donor1.CNhs11341.11533-120A3
Epithelial cells	Fantom5	tpm.Amniotic%20Epithelial%20Cells%2c%20donor2.CNhs12098.11613-122A2	tpm.Amniotic%20Epithelial%20Cells%2c%20donor2.CNhs12098.11613-122A2
Epithelial cells	Fantom5	tpm.Amniotic%20Epithelial%20Cells%2c%20donor3.CNhs12125.11694-123A2	tpm.Amniotic%20Epithelial%20Cells%2c%20donor3.CNhs12125.11694-123A2
Epithelial cells	Fantom5	tpm.Bronchial%20Epithelial%20Cell%2c%20donor1.CNhs11327.11511-119G8	tpm.Bronchial%20Epithelial%20Cell%2c%20donor1.CNhs11327.11511-119G8
Epithelial cells	Fantom5	tpm.Bronchial%20Epithelial%20Cell%2c%20donor2.CNhs12085.11591-120G7	tpm.Bronchial%20Epithelial%20Cell%2c%20donor2.CNhs12085.11591-120G7
Epithelial cells	Fantom5	tpm.Bronchial%20Epithelial%20Cell%2c%20donor3.CNhs12623.11672-122G7	tpm.Bronchial%20Epithelial%20Cell%2c%20donor3.CNhs12623.11672-122G7
Epithelial cells	Fantom5	tpm.Bronchial%20Epithelial%20Cell%2c%20donor4.CNhs12054.11453-119A4	tpm.Bronchial%20Epithelial%20Cell%2c%20donor4.CNhs12054.11453-119A4
Epithelial cells	Fantom5	tpm.Bronchial%20Epithelial%20Cell%2c%20donor5.CNhs12058.11457-119A8	tpm.Bronchial%20Epithelial%20Cell%2c%20donor5.CNhs12058.11457-119A8
Epithelial cells	Fantom5	tpm.Bronchial%20Epithelial%20Cell%2c%20donor6.CNhs12062.11461-119B3	tpm.Bronchial%20Epithelial%20Cell%2c%20donor6.CNhs12062.11461-119B3
Epithelial cells	Fantom5	tpm.Bronchial%20Epithelial%20Cell%2c%20donor7.CNhs12642.11769-123I5	tpm.Bronchial%20Epithelial%20Cell%2c%20donor7.CNhs12642.11769-123I5
Epithelial cells	Fantom5	tpm.Ciliary%20Epithelial%20Cells%2c%20donor1.CNhs10871.11242-116D9	tpm.Ciliary%20Epithelial%20Cells%2c%20donor1.CNhs10871.11242-116D9
Epithelial cells	Fantom5	tpm.Ciliary%20Epithelial%20Cells%2c%20donor2.CNhs11966.11323-117D9	tpm.Ciliary%20Epithelial%20Cells%2c%20donor2.CNhs11966.11323-117D9
Epithelial cells	Fantom5	tpm.Ciliary%20Epithelial%20Cells%2c%20donor3.CNhs12009.11399-118D4	tpm.Ciliary%20Epithelial%20Cells%2c%20donor3.CNhs12009.11399-118D4
Epithelial cells	Fantom5	tpm.Corneal%20Epithelial%20Cells%2c%20donor1.CNhs11336.11526-119I5	tpm.Corneal%20Epithelial%20Cells%2c%20donor1.CNhs11336.11526-119I5
Epithelial cells	Fantom5	tpm.Corneal%20Epithelial%20Cells%2c%20donor2.CNhs12094.11606-120I4	tpm.Corneal%20Epithelial%20Cells%2c%20donor2.CNhs12094.11606-120I4
Epithelial cells	Fantom5	tpm.Corneal%20Epithelial%20Cells%2c%20donor3.CNhs12123.11687-122I4	tpm.Corneal%20Epithelial%20Cells%2c%20donor3.CNhs12123.11687-122I4
Epithelial cells	Fantom5	tpm.Esophageal%20Epithelial%20Cells%2c%20donor1.CNhs11323.11507-119G4	tpm.Esophageal%20Epithelial%20Cells%2c%20donor1.CNhs11323.11507-119G4
Epithelial cells	Fantom5	tpm.Esophageal%20Epithelial%20Cells%2c%20donor2.CNhs12083.11587-120G3	tpm.Esophageal%20Epithelial%20Cells%2c%20donor2.CNhs12083.11587-120G3
Epithelial cells	Fantom5	tpm.Esophageal%20Epithelial%20Cells%2c%20donor3.CNhs12622.11668-122G3	tpm.Esophageal%20Epithelial%20Cells%2c%20donor3.CNhs12622.11668-122G3
Epithelial cells	Fantom5	tpm.Iris%20Pigment%20Epithelial%20Cells%2c%20donor1.CNhs12596.11530-119I9	tpm.Iris%20Pigment%20Epithelial%20Cells%2c%20donor1.CNhs12596.11530-119I9
Epithelial cells	Fantom5	tpm.Lens%20Epithelial%20Cells%2c%20donor1.CNhs12342.11529-119I8	tpm.Lens%20Epithelial%20Cells%2c%20donor1.CNhs12342.11529-119I8
Epithelial cells	Fantom5	tpm.Lens%20Epithelial%20Cells%2c%20donor2.CNhs12568.11609-120I7	tpm.Lens%20Epithelial%20Cells%2c%20donor2.CNhs12568.11609-120I7
Epithelial cells	Fantom5	tpm.Lens%20Epithelial%20Cells%2c%20donor3.CNhs12572.11690-122I7	tpm.Lens%20Epithelial%20Cells%2c%20donor3.CNhs12572.11690-122I7
Epithelial cells	Fantom5	tpm.Mammary%20Epithelial%20Cell%2c%20donor1.CNhs11077.11273-116H4	tpm.Mammary%20Epithelial%20Cell%2c%20donor1.CNhs11077.11273-116H4
Epithelial cells	Fantom5	tpm.Mammary%20Epithelial%20Cell%2c%20donor2.CNhs11382.11350-117G9	tpm.Mammary%20Epithelial%20Cell%2c%20donor2.CNhs11382.11350-117G9
Epithelial cells	Fantom5	tpm.Mammary%20Epithelial%20Cell%2c%20donor3.CNhs12032.11422-118F9	tpm.Mammary%20Epithelial%20Cell%2c%20donor3.CNhs12032.11422-118F9
Epithelial cells	Fantom5	tpm.Placental%20Epithelial%20Cells%2c%20donor1.CNhs11079.11278-116H9	tpm.Placental%20Epithelial%20Cells%2c%20donor1.CNhs11079.11278-116H9
Epithelial cells	Fantom5	tpm.Placental%20Epithelial%20Cells%2c%20donor2.CNhs11386.11355-117H5	tpm.Placental%20Epithelial%20Cells%2c%20donor2.CNhs11386.11355-117H5
Epithelial cells	Fantom5	tpm.Placental%20Epithelial%20Cells%2c%20donor3.CNhs12037.11427-118G5	tpm.Placental%20Epithelial%20Cells%2c%20donor3.CNhs12037.11427-118G5
Epithelial cells	Fantom5	tpm.Prostate%20Epithelial%20Cells%20%28polarized%29%2c%20donor1.CNhs10882.11253-116F2	tpm.Prostate%20Epithelial%20Cells%20%28polarized%29%2c%20donor1.CNhs10882.11253-116F2
Epithelial cells	Fantom5	tpm.Prostate%20Epithelial%20Cells%2c%20donor2.CNhs11972.11331-117E8	tpm.Prostate%20Epithelial%20Cells%2c%20donor2.CNhs11972.11331-117E8
Epithelial cells	Fantom5	tpm.Prostate%20Epithelial%20Cells%2c%20donor3.CNhs12014.11404-118D9	tpm.Prostate%20Epithelial%20Cells%2c%20donor3.CNhs12014.11404-118D9
Epithelial cells	Fantom5	tpm.Renal%20Cortical%20Epithelial%20Cells%2c%20donor1.CNhs11331.11516-119H4	tpm.Renal%20Cortical%20Epithelial%20Cells%2c%20donor1.CNhs11331.11516-119H4
Epithelial cells	Fantom5	tpm.Renal%20Cortical%20Epithelial%20Cells%2c%20donor2.CNhs12728.11596-120H3	tpm.Renal%20Cortical%20Epithelial%20Cells%2c%20donor2.CNhs12728.11596-120H3
Epithelial cells	Fantom5	tpm.Renal%20Epithelial%20Cells%2c%20donor1.CNhs11332.11517-119H5	tpm.Renal%20Epithelial%20Cells%2c%20donor1.CNhs11332.11517-119H5
Epithelial cells	Fantom5	tpm.Renal%20Epithelial%20Cells%2c%20donor2.CNhs12088.11597-120H4	tpm.Renal%20Epithelial%20Cells%2c%20donor2.CNhs12088.11597-120H4
Epithelial cells	Fantom5	tpm.Renal%20Epithelial%20Cells%2c%20donor3.CNhs12732.11678-122H4	tpm.Renal%20Epithelial%20Cells%2c%20donor3.CNhs12732.11678-122H4
Epithelial cells	Fantom5	tpm.Renal%20Proximal%20Tubular%20Epithelial%20Cell%2c%20donor1.CNhs11330.11515-119H3	tpm.Renal%20Proximal%20Tubular%20Epithelial%20Cell%2c%20donor1.CNhs11330.11515-119H3
Epithelial cells	Fantom5	tpm.Renal%20Proximal%20Tubular%20Epithelial%20Cell%2c%20donor2.CNhs12087.11595-120H2	tpm.Renal%20Proximal%20Tubular%20Epithelial%20Cell%2c%20donor2.CNhs12087.11595-120H2
Epithelial cells	Fantom5	tpm.Renal%20Proximal%20Tubular%20Epithelial%20Cell%2c%20donor3.CNhs12120.11676-122H2	tpm.Renal%20Proximal%20Tubular%20Epithelial%20Cell%2c%20donor3.CNhs12120.11676-122H2
Epithelial cells	Fantom5	tpm.Retinal%20Pigment%20Epithelial%20Cells%2c%20donor0.CNhs10842.11215-116A9	tpm.Retinal%20Pigment%20Epithelial%20Cells%2c%20donor0.CNhs10842.11215-116A9
Epithelial cells	Fantom5	tpm.Retinal%20Pigment%20Epithelial%20Cells%2c%20donor1.CNhs11338.11528-119I7	tpm.Retinal%20Pigment%20Epithelial%20Cells%2c%20donor1.CNhs11338.11528-119I7
Epithelial cells	Fantom5	tpm.Retinal%20Pigment%20Epithelial%20Cells%2c%20donor2.CNhs12096.11608-120I6	tpm.Retinal%20Pigment%20Epithelial%20Cells%2c%20donor2.CNhs12096.11608-120I6
Epithelial cells	Fantom5	tpm.Retinal%20Pigment%20Epithelial%20Cells%2c%20donor3.CNhs12733.11689-122I6	tpm.Retinal%20Pigment%20Epithelial%20Cells%2c%20donor3.CNhs12733.11689-122I6
Epithelial cells	Fantom5	tpm.Small%20Airway%20Epithelial%20Cells%20donor2%20%28cytoplasmic%20fraction%29.CNhs14564.14334-155F5	tpm.Small%20Airway%20Epithelial%20Cells%20donor2%20%28cytoplasmic%20fraction%29.CNhs14564.14334-155F5
Epithelial cells	Fantom5	tpm.Small%20Airway%20Epithelial%20Cells%20donor2%20%28nuclear%20fraction%29.CNhs14565.14335-155F6	tpm.Small%20Airway%20Epithelial%20Cells%20donor2%20%28nuclear%20fraction%29.CNhs14565.14335-155F6
